销售名,群聊名,顾客名,顾客发送消息,销售回复消息,回复时长（分钟）,回复日期,回复日期点,消息 ID
曹啸,楚梵基业OEM,Lx,,高德的目前正在发送 账号体量过大 占用服务器资源比较大，今天群发速度上会受到影响,14.27,1/5/2022,4:38:47 PM,1122767
